TRAVEL_ID,VISIT_AREA_NM,GUNGU,ROAD_NM_ADDR,LOTNO_ADDR,LONGITUDE,LATITUDE,VISIT_AREA_TYPE_CD,VISIT_CHC_REASON_CD,REVISIT_YN,REVISIT_INTENTION,RCMDTN_INTENTION,GENDER,AGE_GRP,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STATUS_ACCOMPANY,DGSTFN
556,둘리뮤지엄,도봉구,서울 도봉구 시루봉로1길 6,서울 도봉구 쌍문동 산 240-5,127.027637,37.652422,문화시설,기타,N,1.0,2.0,여,30~40,3,1,3,2,3,1,연인,3.0
434,펠트커피 광화문점,종로구,서울 종로구 종로3길 17,서울 종로구 청진동 246,126.97892,37.570981,음식점/카페,과거 경험이 좋아서,N,5.0,5.0,여,10~20,2,1,3,3,3,3,친구,5.0
327,진작다이닝,성동구,서울 성동구 왕십리로14나길 10,서울 성동구 성수동1가 656-1250,127.045696,37.549347,음식점/카페,지명도/명소/핫플레이스,N,5.0,5.0,여,30~40,1,3,3,3,3,3,연인,5.0
504,현대모터스튜디오 서울,강남구,서울 강남구 언주로 738,서울 강남구 논현동 91,127.034366,37.521261,문화시설,지명도/명소/핫플레이스,N,3.0,3.0,여,30~40,3,1,3,2,1,3,친구,3.0
8,테디스오븐,성동구,서울 성동구 서울숲2길 43,서울 성동구 성수동1가 668-50,127.043465,37.546474,음식점/카페,과거 경험이 좋아서,N,2.0,4.0,여,30~40,1,3,2,1,3,3,연인,4.0
557,국립중앙박물관 극장 용,용산구,서울 용산구 서빙고로 137,서울 용산구 용산동6가 168-6,126.97895,37.52431,문화시설,기타,Y,4.0,4.0,여,10~20,2,1,3,1,2,2,혼자,4.0
530,옥이모깻잎떡볶이,종로구,서울 종로구 대학로 123-1,서울 종로구 명륜4가 91,127.001639,37.582213,음식점/카페,과거 경험이 좋아서,N,4.0,3.0,여,30~40,2,2,2,2,2,3,연인,4.0
558,광화문광장,종로구,서울 종로구 세종대로 지하 172,서울 종로구 세종로 1-68,126.976916,37.572603,역사/유적지,지명도/명소/핫플레이스,N,5.0,5.0,여,10~20,3,2,1,1,1,3,혼자,5.0
559,화덕에구운족발신선생 영등포점,영등포구,서울 영등포구 영등포로50길 7-1,서울 영등포구 영등포동3가 13-13,126.909393,37.518127,음식점/카페,지명도/명소/핫플레이스,N,4.0,4.0,남,30~40,1,1,1,3,3,3,가족,4.0
221,청계천,종로구,,서울 종로구 서린동 148,126.978647,37.569147,자연,지명도/명소/핫플레이스,Y,5.0,5.0,여,10~20,2,1,2,1,3,2,혼자,5.0
235,더현대서울,영등포구,서울 영등포구 여의대로 108,서울 영등포구 여의도동 22,126.928446,37.525872,쇼핑,지명도/명소/핫플레이스,N,3.0,4.0,여,30~40,2,1,1,3,2,1,친구,3.0
560,석촌호수산책길,송파구,,서울 송파구 송파동,127.105721,37.51009,자연,지명도/명소/핫플레이스,Y,3.0,3.0,여,10~20,3,1,3,3,1,3,혼자,4.0
314,청와대 본관,종로구,서울 종로구 청와대로 1,서울 종로구 세종로 1,126.974854,37.586573,테마시설,지명도/명소/핫플레이스,N,3.0,3.0,여,50대 이상,1,3,3,3,1,3,가족,4.0
561,모로미 종각역점,종로구,서울 종로구 삼봉로 94,서울 종로구 공평동 144,126.982312,37.571829,음식점/카페,과거 경험이 좋아서,N,3.0,4.0,여,10~20,3,1,1,1,1,3,연인,4.0
562,오설록티하우스 현대미술관점,종로구,서울 종로구 삼청로 30,서울 종로구 소격동 165,126.980605,37.579383,문화시설,과거 경험이 좋아서,Y,5.0,5.0,여,30~40,1,1,1,1,1,3,가족,5.0
563,서울 선릉과 정릉,강남구,서울 강남구 선릉로100길 1,서울 강남구 삼성동 131,127.048928,37.509111,역사/유적지,기타,N,5.0,4.0,여,10~20,3,1,1,3,3,3,연인,4.0
106,청계천헌책방거리,중구,서울특별시 중구 청계천로 246,서울 중구 을지로6가 17,127.005891,37.569441,쇼핑,지명도/명소/핫플레이스,N,3.0,4.0,여,10~20,1,1,3,3,1,1,혼자,4.0
161,우래옥 본점,중구,서울 중구 창경궁로 62-29,서울 중구 주교동 118-1,126.998719,37.568212,음식점/카페,지명도/명소/핫플레이스,N,4.0,5.0,여,30~40,3,1,1,3,1,3,혼자,5.0
564,비스타워커힐서울 피자힐,광진구,서울 광진구 워커힐로 177,서울 광진구 광장동 22-1,127.109187,37.553927,음식점/카페,지명도/명소/핫플레이스,Y,5.0,5.0,여,30~40,3,2,2,2,1,3,가족,5.0
565,킹콩부대찌개 은평구청점,은평구,서울 은평구 녹번로 8,서울 은평구 녹번동 83-51,126.927201,37.603058,음식점/카페,가기 편해서/교통이 좋아서,N,5.0,5.0,여,10~20,1,1,3,2,3,1,혼자,5.0
566,크리스탈제이드 용산아이파크몰점,용산구,서울 용산구 한강대로23길 55,서울 용산구 한강로3가 40-999,126.964747,37.52979,음식점/카페,가기 편해서/교통이 좋아서,N,2.0,3.0,여,30~40,2,1,1,2,1,3,가족,3.0
44,부영각,마포구,서울 마포구 토정로 268,서울 마포구 용강동 494-61,126.939504,37.542511,음식점/카페,지명도/명소/핫플레이스,N,5.0,5.0,남,10~20,1,1,2,1,1,3,연인,5.0
567,금성양곱창,강동구,서울 강동구 천호대로 1120,서울 강동구 성내동 244-12,127.135623,37.534447,음식점/카페,지인 추천이 있어서,N,5.0,5.0,여,10~20,1,2,1,2,3,3,혼자,5.0
568,오레노라멘 강남점,강남구,서울 강남구 테헤란로1길 28-9,서울 강남구 역삼동 817-30,127.028078,37.500504,음식점/카페,지명도/명소/핫플레이스,N,5.0,5.0,남,30~40,1,1,1,3,1,3,혼자,5.0
528,경복궁,종로구,서울 종로구 사직로 161,서울 종로구 세종로 1-91,126.976897,37.577609,역사/유적지,과거 경험이 좋아서,Y,4.0,4.0,여,10~20,3,1,1,1,1,2,혼자,4.0
419,차알 반포점,서초구,서울 서초구 사평대로 205,서울 서초구 반포동 118-3,127.006345,37.503981,음식점/카페,지인 추천이 있어서,N,4.0,4.0,여,10~20,2,1,2,3,1,3,연인,4.0
3,홍희쌀케이크,송파구,서울 송파구 올림픽로12길 38,서울 송파구 잠실동 214-17,127.083446,37.508089,쇼핑,지인 추천이 있어서,N,5.0,5.0,여,30~40,2,1,1,1,3,3,연인,5.0
485,런던베이글뮤지엄 안국점,종로구,서울 종로구 북촌로4길 20,서울 종로구 계동 102-1,126.9862,37.579169,음식점/카페,지명도/명소/핫플레이스,N,5.0,5.0,여,10~20,3,1,1,3,1,3,친구,5.0
316,광장시장,종로구,서울 종로구 창경궁로 88,서울 종로구 예지동 2-1,126.99895,37.570028,쇼핑,과거 경험이 좋아서,Y,5.0,4.0,여,30~40,1,3,3,2,2,2,가족,4.0
569,정돈 강남점,강남구,서울 강남구 강남대로110길 19-1,서울 강남구 역삼동 601-29,127.026442,37.503935,음식점/카페,지명도/명소/핫플레이스,N,4.0,5.0,남,10~20,3,1,1,2,1,3,연인,4.0
506,밤을 걷는 밤 16화(합정동),마포구,,서울 마포구 서교동 415,126.917839,37.548592,쇼핑,지인 추천이 있어서,N,5.0,5.0,남,30~40,2,1,3,1,2,3,혼자,1.0
335,손큰할매순대국 서대문역점,서대문구,서울 서대문구 통일로9안길 38,서울 서대문구 충정로2가 26,126.965622,37.565778,음식점/카페,지인 추천이 있어서,N,3.0,4.0,여,30~40,3,1,1,1,1,3,가족,5.0
555,남산,용산구,서울 용산구 남산공원길 105,서울 용산구 용산동2가 산 1-3,126.990888,37.548743,자연,지명도/명소/핫플레이스,Y,4.0,4.0,여,30~40,2,2,3,3,3,3,가족,4.0
570,창경궁,종로구,서울 종로구 창경궁로 185,서울 종로구 와룡동 2-1,126.9952,37.579417,역사/유적지,과거 경험이 좋아서,Y,5.0,5.0,여,10~20,3,3,3,3,3,1,친구,5.0
571,헤비스테이크 여의도점,영등포구,서울 영등포구 국회대로72길 11,서울 영등포구 여의도동 13-20,126.920855,37.529918,음식점/카페,과거 경험이 좋아서,N,4.0,3.0,여,30~40,1,1,1,1,3,1,연인,4.0
572,롯데백화점 잠실점,송파구,서울 송파구 올림픽로 240,서울 송파구 잠실동 40-1,127.098555,37.512011,쇼핑,지명도/명소/핫플레이스,N,3.0,3.0,여,10~20,1,1,1,3,3,3,연인,4.0
573,잠수교집 여의도점,영등포구,서울 영등포구 여의나루로 117,서울 영등포구 여의도동 21-3,126.931048,37.526225,음식점/카페,가기 편해서/교통이 좋아서,N,5.0,5.0,여,10~20,1,1,2,3,3,3,연인,5.0
301,회현지하쇼핑센터,중구,서울 중구 소공로 지하 58,서울 중구 충무로1가 52-41,126.98171,37.560404,쇼핑,과거 경험이 좋아서,N,3.0,3.0,남,10~20,1,1,1,1,3,1,혼자,3.0
275,카페오색칠,성동구,서울 성동구 성수이로7가길 22-9,서울 성동구 성수동2가 320-1,127.055859,37.542049,음식점/카페,지명도/명소/핫플레이스,N,3.0,3.0,남,10~20,2,2,2,3,2,1,연인,3.0
574,레이저엑스,마포구,서울 마포구 와우산로 111,서울 마포구 서교동 343-2,126.925769,37.553491,레저/스포츠,지명도/명소/핫플레이스,N,5.0,5.0,남,10~20,3,1,2,1,1,3,연인,5.0
575,노량진수산물도매시장,동작구,서울 동작구 노들로 674,서울 동작구 노량진동 334,126.936829,37.514737,쇼핑,지명도/명소/핫플레이스,N,4.0,4.0,여,10~20,1,1,1,1,1,3,혼자,1.0
576,수수커피디타워,종로구,서울 종로구 종로3길 17,서울 종로구 청진동 246,126.978927,37.571072,쇼핑,지인 추천이 있어서,N,2.0,3.0,남,50대 이상,1,1,1,3,3,3,연인,2.0
367,불고기브라더스 도시락점방 스타필드코엑스점,강남구,서울 강남구 영동대로 513,서울 강남구 삼성동 159-9,127.059801,37.51129,음식점/카페,가성비가 좋아서,N,5.0,5.0,남,10~20,1,1,1,1,1,3,연인,5.0
390,르모브,종로구,서울 종로구 자하문로 236,서울 종로구 부암동 208-39,126.96389,37.595274,음식점/카페,기타,N,3.0,3.0,여,30~40,1,1,2,3,1,3,친구,4.0
577,용산공원 부분개방부지,용산구,강원도 원주시 봉화로 32,서울 용산구 서빙고동 235-101,126.988203,37.520584,자연,지명도/명소/핫플레이스,N,5.0,5.0,남,10~20,1,1,2,3,3,3,친구,5.0
336,잭스바,용산구,서울 용산구 이태원로27가길 52,서울 용산구 이태원동 116-17,126.992406,37.535051,음식점/카페,과거 경험이 좋아서,N,2.0,3.0,여,10~20,2,1,3,3,1,3,연인,3.0
578,성훈마트,동대문구,서울 동대문구 전농로 94,서울 동대문구 답십리동 68-1,127.057768,37.573196,쇼핑,과거 경험이 좋아서,Y,5.0,5.0,남,30~40,2,1,2,1,1,3,가족,1.0
295,싸다김밥 동대문점,중구,서울 중구 장충단로 249-28,서울 중구 을지로6가 18-82,127.007584,37.567332,음식점/카페,과거 경험이 좋아서,N,5.0,4.0,남,10~20,2,1,1,3,1,3,연인,4.0
123,종묘,종로구,서울 종로구 종로 157,서울 종로구 훈정동 1-2,126.994213,37.576108,역사/유적지,지인 추천이 있어서,N,5.0,5.0,여,10~20,1,3,1,1,1,2,연인,5.0
90,경양카츠,종로구,서울 종로구 수표로28길 15,서울 종로구 익선동 166-60,126.989373,37.572915,음식점/카페,과거 경험이 좋아서,N,5.0,5.0,여,10~20,1,1,1,1,1,1,혼자,5.0
579,창덕궁,종로구,서울 종로구 율곡로 99,서울 종로구 와룡동 2-71,126.991,37.579656,역사/유적지,지명도/명소/핫플레이스,N,5.0,5.0,여,30~40,1,1,2,2,2,3,혼자,5.0
561,삼청공원,종로구,서울 종로구 북촌로 134-1,서울 종로구 삼청동 산 2-1,126.983686,37.589582,자연,지인 추천이 있어서,N,5.0,5.0,여,10~20,3,1,1,1,1,3,연인,5.0
284,롯데월드,송파구,서울 송파구 올림픽로 240,서울 송파구 잠실동 40-1,127.09812,37.511131,테마시설,과거 경험이 좋아서,Y,4.0,4.0,여,10~20,2,1,2,2,1,1,가족,4.0
580,zara 롯데월드몰점,송파구,서울 송파구 올림픽로 300,서울 송파구 신천동 29,127.104084,37.513692,쇼핑,기타,N,4.0,3.0,여,30~40,1,1,3,1,3,1,연인,4.0
524,소하염전,종로구,서울 종로구 수표로28길 21-5,서울 종로구 익선동 166-45,126.989699,37.573124,음식점/카페,과거 경험이 좋아서,N,5.0,5.0,남,30~40,1,1,1,1,1,3,가족,5.0
581,계림 종로본점,종로구,서울 종로구 돈화문로4길 39,서울 종로구 종로3가 167,126.994503,37.570158,음식점/카페,지명도/명소/핫플레이스,N,5.0,5.0,남,30~40,3,3,3,3,3,1,연인,5.0
582,맥도날드 종로3점,종로구,서울 종로구 종로 115,서울 종로구 종로3가 10,126.990464,37.570565,음식점/카페,과거 경험이 좋아서,N,2.0,2.0,여,10~20,1,1,3,1,1,3,연인,3.0
583,신도림테크노마트,구로구,서울 구로구 새말로 97,서울 구로구 구로동 3-25,126.890266,37.507048,쇼핑,과거 경험이 좋아서,Y,4.0,5.0,남,10~20,2,1,3,2,1,1,혼자,4.0
243,토우드,성동구,서울 성동구 연무장길 36,서울 성동구 성수동2가 310-63,127.053309,37.542867,쇼핑,지명도/명소/핫플레이스,N,1.0,2.0,여,10~20,3,1,1,1,1,3,혼자,2.0
229,스토리웨이 서울역1호점,중구,서울 중구 한강대로 405,서울 중구 봉래동2가 122-11,126.970755,37.554572,쇼핑,과거 경험이 좋아서,Y,3.0,3.0,여,10~20,2,1,2,1,2,3,친구,4.0
584,보라보라,마포구,서울 마포구 동교로39길 10,서울 마포구 연남동 255-24,126.92376,37.562161,쇼핑,지인 추천이 있어서,N,4.0,5.0,여,30~40,1,1,1,3,1,3,혼자,4.0
585,국립공원공단 북한산생태탐방원,도봉구,서울 도봉구 도봉산길 86,서울 도봉구 도봉동 405,127.03472,37.687332,자연,기타,N,5.0,5.0,남,30~40,1,1,1,3,3,1,가족,5.0
586,뉴스프링프로젝트,용산구,서울 용산구 이태원로45길 22,서울 용산구 한남동 745-6,126.998419,37.536467,문화시설,지명도/명소/핫플레이스,Y,5.0,5.0,남,50대 이상,3,1,1,1,1,3,혼자,5.0
219,마피아피자&펍,영등포구,서울 영등포구 영중로4길 13-1,서울 영등포구 영등포동3가 21-18,126.90782,37.517441,음식점/카페,지인 추천이 있어서,N,2.0,3.0,여,10~20,3,1,3,2,1,3,혼자,4.0
179,청와대 본관,종로구,서울 종로구 청와대로 1,서울 종로구 세종로 1,126.974854,37.586573,역사/유적지,지명도/명소/핫플레이스,N,5.0,5.0,남,30~40,3,1,3,3,3,3,연인,4.0
587,익선동한옥거리,종로구,,서울 종로구 익선동,126.989776,37.573437,쇼핑,지명도/명소/핫플레이스,Y,5.0,5.0,여,30~40,3,3,2,3,3,3,가족,5.0
384,경복궁,종로구,서울 종로구 사직로 161,서울 종로구 세종로 1-91,126.976897,37.577609,역사/유적지,지명도/명소/핫플레이스,Y,4.0,4.0,여,30~40,1,1,3,2,1,3,혼자,4.0
588,청와대 본관,종로구,서울 종로구 청와대로 1,서울 종로구 세종로 1,126.974854,37.586573,역사/유적지,지명도/명소/핫플레이스,N,2.0,5.0,여,50대 이상,1,1,2,3,3,1,가족,4.0
395,올림픽공원 88잔디마당,송파구,서울 송파구 올림픽로 424,서울 송파구 방이동 88,127.125317,37.518828,자연,지명도/명소/핫플레이스,Y,5.0,5.0,남,30~40,2,1,2,3,1,3,연인,5.0
515,광화문광장,종로구,서울 종로구 세종대로 지하 172,서울 종로구 세종로 1-68,126.976916,37.572603,역사/유적지,지명도/명소/핫플레이스,N,3.0,4.0,여,10~20,1,1,1,2,1,3,연인,4.0
152,오쏘파스타,종로구,서울 종로구 낙산길 21,서울 종로구 동숭동 129-130,127.00571,37.580545,음식점/카페,지인 추천이 있어서,N,5.0,5.0,여,10~20,3,1,1,3,3,3,혼자,5.0
581,덕수궁,중구,서울 중구 세종대로 99,서울 중구 정동 5-1,126.974895,37.565564,역사/유적지,지명도/명소/핫플레이스,N,5.0,5.0,남,30~40,3,3,3,3,3,1,연인,5.0
289,홍대패션거리,마포구,서울 마포구 홍익로 22,서울 마포구 서교동 348-78,126.923581,37.555397,쇼핑,지명도/명소/핫플레이스,N,3.0,3.0,남,10~20,1,1,1,1,1,3,연인,4.0
16,용리단길,용산구,서울 용산구 한강대로 114,서울 용산구 한강로2가 412,126.972204,37.531451,쇼핑,지명도/명소/핫플레이스,N,3.0,4.0,남,10~20,3,1,2,2,1,3,연인,3.0
575,사당역포차,관악구,서울 관악구 승방2길 39,서울 관악구 남현동 1061-1,126.980885,37.475685,음식점/카페,지명도/명소/핫플레이스,N,3.0,3.0,여,10~20,1,1,1,1,1,3,혼자,4.0
525,삼청동수제비,종로구,서울 종로구 삼청로 101-1,서울 종로구 삼청동 102-2,126.981971,37.584598,음식점/카페,지명도/명소/핫플레이스,N,1.0,1.0,남,10~20,2,1,2,3,1,1,연인,1.0
351,시오,마포구,서울 마포구 독막로2길 30,서울 마포구 합정동 372-17,126.914278,37.547274,음식점/카페,지명도/명소/핫플레이스,N,5.0,5.0,남,10~20,2,1,2,1,1,3,혼자,4.0
318,피앤티스퀘어,종로구,서울 종로구 수표로 105,서울 종로구 종로2가 40,126.989092,37.570536,음식점/카페,지명도/명소/핫플레이스,N,3.0,3.0,남,30~40,3,1,3,3,1,1,연인,4.0
228,경복궁,종로구,서울 종로구 사직로 161,서울 종로구 세종로 1-91,126.976897,37.577609,역사/유적지,지명도/명소/핫플레이스,Y,5.0,5.0,여,10~20,1,1,1,1,3,3,혼자,5.0
589,하루필름 강남역점,강남구,서울 강남구 강남대로102길 31,서울 강남구 역삼동 617-4,127.027749,37.503088,쇼핑,가기 편해서/교통이 좋아서,N,5.0,5.0,여,10~20,3,1,2,3,3,3,친구,5.0
590,롯데호텔월드,송파구,서울 송파구 올림픽로 240,서울 송파구 잠실동 40-1,127.10034,37.511467,테마시설,가기 편해서/교통이 좋아서,Y,5.0,5.0,여,50대 이상,1,2,1,2,2,3,친구,5.0
117,세시셀라 도산공원점,강남구,서울 강남구 도산대로45길 10-4,서울 강남구 신사동 651-4,127.036164,37.523149,음식점/카페,지인 추천이 있어서,N,5.0,5.0,여,10~20,1,3,2,1,1,3,혼자,5.0
39,잠실종합운동장 잠실야구장,송파구,서울 송파구 올림픽로 25,서울 송파구 잠실동 10-1,127.07191,37.512151,레저/스포츠,과거 경험이 좋아서,Y,5.0,5.0,남,30~40,1,1,1,1,1,3,가족,5.0
591,활명수 1897,성동구,서울 성동구 서울숲2길 42,서울 성동구 성수동1가 668-107,127.043135,37.546348,문화시설,지명도/명소/핫플레이스,N,4.0,5.0,여,10~20,3,1,3,1,1,3,연인,5.0
592,스타벅스 적선점,종로구,서울 종로구 새문안로5길 55,서울 종로구 적선동 66,126.974117,37.575312,음식점/카페,과거 경험이 좋아서,N,3.0,3.0,여,30~40,1,1,1,1,1,3,혼자,4.0
117,띵굴스토어 성수점,성동구,서울 성동구 성수이로14길 14,서울 성동구 성수동2가 322-4,127.056839,37.541409,쇼핑,지인 추천이 있어서,N,3.0,3.0,여,10~20,1,3,2,1,1,3,혼자,4.0
593,하이디라오 명동점,중구,서울 중구 명동3길 36,서울 중구 을지로2가 199-13,126.983735,37.565338,음식점/카페,지명도/명소/핫플레이스,N,4.0,4.0,여,10~20,1,3,1,1,3,1,연인,4.0
215,인사이트모션 한옥마을,중구,서울 중구 퇴계로34길 28,서울 중구 필동2가 84-1,126.994739,37.559541,자연,지명도/명소/핫플레이스,N,3.0,3.0,여,30~40,1,3,3,1,1,3,가족,4.0
117,파롤앤랑그 연남본점,마포구,서울 마포구 성미산로29안길 8,서울 마포구 연남동 240-32,126.922856,37.56499,음식점/카페,지명도/명소/핫플레이스,N,5.0,5.0,여,10~20,1,3,2,1,1,3,혼자,5.0
11,서울특별시교육청 정독도서관,종로구,서울 종로구 북촌로5길 48,서울 종로구 화동 2,126.982996,37.58143,문화시설,과거 경험이 좋아서,Y,5.0,5.0,남,50대 이상,1,1,1,1,3,3,혼자,5.0
347,광장시장 전골목,종로구,,서울 종로구 종로4가,127.000634,37.570562,쇼핑,지명도/명소/핫플레이스,Y,4.0,4.0,여,30~40,1,1,2,3,1,2,친구,4.0
61,블뤼떼,용산구,서울 용산구 이태원로54길 78,서울 용산구 한남동 684-88,127.000815,37.535192,쇼핑,기타,N,5.0,5.0,남,10~20,1,1,3,1,1,3,혼자,5.0
594,스타필드 코엑스몰,강남구,서울 강남구 영동대로 513,서울 강남구 삼성동 159-9,127.059777,37.511318,쇼핑,지명도/명소/핫플레이스,N,5.0,5.0,남,10~20,3,3,1,1,1,3,혼자,5.0
31,서울월드컵경기장,마포구,서울 마포구 월드컵로 240,서울 마포구 성산동 515,126.897232,37.56816,레저/스포츠,기타,N,5.0,5.0,남,10~20,2,1,3,2,1,2,혼자,5.0
595,컴포즈커피 발산점,강서구,서울 강서구 강서로 360,서울 강서구 내발산동 653,126.838384,37.557688,음식점/카페,가기 편해서/교통이 좋아서,Y,4.0,4.0,여,10~20,1,1,1,1,1,3,혼자,4.0
332,건대커피랩,광진구,서울 광진구 동일로22길 102,서울 광진구 화양동 7-11,127.06966,37.540837,음식점/카페,과거 경험이 좋아서,N,5.0,5.0,남,10~20,3,1,1,2,1,3,연인,5.0
596,광화문광장,종로구,서울 종로구 세종대로 지하 172,서울 종로구 세종로 1-68,126.976916,37.572603,자연,과거 경험이 좋아서,Y,5.0,5.0,여,10~20,3,1,1,3,1,3,혼자,5.0
597,봉추찜닭 신림점,관악구,서울 관악구 남부순환로 1592-6,서울 관악구 신림동 1639-50,126.927688,37.483492,음식점/카페,가기 편해서/교통이 좋아서,N,2.0,1.0,남,10~20,2,3,1,1,3,1,혼자,2.0
325,공평동꼼장어 을지로점,중구,서울 중구 충무로9길 41,서울 중구 을지로3가 5-16,126.990157,37.566701,음식점/카페,지명도/명소/핫플레이스,N,5.0,5.0,여,30~40,3,1,3,3,1,3,혼자,5.0
371,서울 선릉과 정릉,강남구,서울 강남구 선릉로100길 1,서울 강남구 삼성동 131,127.048928,37.509111,역사/유적지,기타,N,4.0,4.0,여,30~40,3,1,3,2,3,2,가족,5.0
198,원조만선호프 노가리체인본점,중구,서울 중구 을지로13길 19,서울 중구 을지로3가 95-1,126.991782,37.567249,음식점/카페,지명도/명소/핫플레이스,N,5.0,5.0,남,30~40,1,1,2,1,1,3,혼자,5.0
598,혜화역 4호선,종로구,서울 종로구 대학로 지하 120,서울 종로구 명륜4가 96-5,127.001945,37.582044,쇼핑,지명도/명소/핫플레이스,Y,5.0,5.0,여,10~20,2,1,2,2,2,2,혼자,5.0
383,버거리 신촌점,서대문구,서울 서대문구 신촌로 87-8,서울 서대문구 창천동 30-10,126.936333,37.55588,음식점/카페,과거 경험이 좋아서,N,3.0,3.0,남,10~20,3,2,3,3,3,3,혼자,4.0
599,강릉형제장칼국수 서울점,관악구,서울 관악구 대학5길 10-7,서울 관악구 신림동 246-37,126.938396,37.46901,음식점/카페,지인 추천이 있어서,N,4.0,4.0,남,10~20,2,1,2,3,2,2,연인,4.0
600,덕수궁,중구,서울 중구 세종대로 99,서울 중구 정동 5-1,126.974895,37.565564,역사/유적지,과거 경험이 좋아서,Y,5.0,5.0,여,10~20,2,1,3,3,1,3,혼자,5.0
450,테이블에이 본점,마포구,서울 마포구 와우산로 146,서울 마포구 창전동 6,126.929517,37.55406,테마시설,지명도/명소/핫플레이스,N,2.0,3.0,여,10~20,2,1,3,2,1,3,혼자,4.0
601,이마트트레이더스 월계점,노원구,서울 노원구 마들로3길 17,서울 노원구 월계동 333-1,127.061377,37.627946,쇼핑,지인 추천이 있어서,N,3.0,3.0,여,10~20,1,2,2,2,1,3,연인,4.0
602,노량진수산물도매시장,동작구,서울 동작구 노들로 674,서울 동작구 노량진동 334,126.936829,37.514737,쇼핑,지명도/명소/핫플레이스,Y,4.0,5.0,남,10~20,2,1,3,1,3,1,연인,5.0
171,삼청동거리,종로구,,서울 종로구 팔판동 67-1,126.981483,37.582064,쇼핑,지명도/명소/핫플레이스,N,5.0,5.0,여,50대 이상,1,1,2,2,3,1,친구,1.0
603,허수아비 돈까스카레전문점 정동점,중구,서울 중구 정동길 2-2,서울 중구 정동 23-9,126.96947,37.567909,음식점/카페,과거 경험이 좋아서,Y,5.0,5.0,남,30~40,1,3,1,3,1,1,가족,1.0
373,인사동 문화의거리,종로구,서울 종로구 인사동10길 11-4,서울 종로구 관훈동 30-1,126.985592,37.574547,쇼핑,지명도/명소/핫플레이스,N,2.0,4.0,남,10~20,3,1,3,3,3,3,혼자,4.0
33,세종문화회관 미디어파사드 관람,종로구,서울 종로구 세종대로 175,서울 종로구 세종로 81-3,126.975721,37.572621,문화시설,지명도/명소/핫플레이스,N,5.0,5.0,남,30~40,1,1,3,3,3,3,가족,5.0
459,그랜드인터컨티넨탈 서울파르나스 로비라운지&바,강남구,서울 강남구 테헤란로 521,서울 강남구 삼성동 159-8,127.060793,37.509264,음식점/카페,지명도/명소/핫플레이스,N,4.0,4.0,남,30~40,2,1,1,3,1,2,가족,4.0
604,남대문시장,중구,서울 중구 남대문시장4길 21,서울 중구 남창동 49-1,126.977627,37.559182,쇼핑,지명도/명소/핫플레이스,Y,5.0,4.0,여,30~40,3,1,3,3,1,3,가족,5.0
605,북악스카이웨이,종로구,,서울 종로구 평창동 산 6-94,126.977084,37.600851,자연,지명도/명소/핫플레이스,N,5.0,5.0,여,30~40,1,1,1,1,3,3,혼자,5.0
606,성수노루,성동구,서울 성동구 성수이로 71,서울 성동구 성수동2가 320-5,127.055879,37.541616,음식점/카페,지명도/명소/핫플레이스,N,5.0,5.0,남,10~20,3,1,1,1,3,2,연인,5.0
489,카린지 성수점,성동구,서울 성동구 왕십리로4길 10-3,서울 성동구 성수동1가 656-629,127.045963,37.545748,음식점/카페,지인 추천이 있어서,N,4.0,4.0,여,10~20,1,1,1,2,3,2,연인,4.0
607,경복궁,종로구,서울 종로구 사직로 161,서울 종로구 세종로 1-91,126.976897,37.577609,역사/유적지,기타,N,5.0,5.0,남,30~40,1,1,1,1,1,1,친구,5.0
608,합정옥,마포구,서울 마포구 양화로1길 21,서울 마포구 합정동 392-3,126.91046,37.549581,음식점/카페,지명도/명소/핫플레이스,N,3.0,3.0,여,30~40,1,2,1,2,3,3,혼자,3.0
609,오아시스 한남점,용산구,서울 용산구 이태원로45길 30,서울 용산구 한남동 745-10,126.997963,37.536598,음식점/카페,지명도/명소/핫플레이스,N,1.0,1.0,여,10~20,1,1,3,3,3,3,연인,2.0
610,힐튼가든인 서울강남점,서초구,서울 서초구 강남대로 253,서울 서초구 서초동 1362-26,127.032788,37.485933,음식점/카페,지명도/명소/핫플레이스,Y,5.0,5.0,여,30~40,1,1,1,2,2,3,친구,5.0
41,설빙 석촌호수동호점,송파구,서울 송파구 석촌호수로 278,서울 송파구 송파동 31-1,127.106522,37.510384,음식점/카페,과거 경험이 좋아서,N,3.0,3.0,여,10~20,3,3,3,3,1,1,연인,4.0
602,노량진수산물도매시장,동작구,서울 동작구 노들로 674,서울 동작구 노량진동 334,126.936829,37.514737,쇼핑,지명도/명소/핫플레이스,Y,3.0,3.0,남,10~20,2,1,3,1,3,1,연인,3.0
501,돈수백 홍대직영점,마포구,서울 마포구 홍익로6길 56,서울 마포구 동교동 164-24,126.924526,37.556367,음식점/카페,지명도/명소/핫플레이스,N,5.0,5.0,남,30~40,1,3,1,2,1,3,혼자,5.0
191,호텔세느장,종로구,서울 종로구 돈화문로11길 28-5,서울 종로구 낙원동 122,126.989826,37.572825,음식점/카페,기타,N,4.0,4.0,여,30~40,1,1,2,2,1,3,혼자,4.0
